iter	RMSE
314	1.610455781
315	1.609301013
316	1.608476676
317	1.607549518
318	1.607076649
319	1.606155332
320	1.605321187
321	1.604565437
322	1.603822869
323	1.603185503
324	1.602398836
325	1.601895299
326	1.600686825
327	1.599691866
328	1.598916012
329	1.598111337
330	1.59729526
331	1.596478821
332	1.595686414
333	1.594944748
334	1.593760301
335	1.59299962
336	1.592009006
337	1.590935944
338	1.59012712
339	1.589612976
340	1.588505846
341	1.587637855
342	1.586794643
343	1.586315253
344	1.585528009
345	1.585071179
346	1.583737461
347	1.583001627
348	1.581819285
349	1.581077311
350	1.580267742
351	1.579117673
352	1.578320744
353	1.577361983
354	1.576767941
355	1.576216346
356	1.575277093
357	1.574446601
358	1.573221811
359	1.572445582
360	1.571781173
361	1.571036762
362	1.570378389
363	1.56966902
364	1.569078309
365	1.568365707
366	1.568028958
367	1.566715436
368	1.566078918
369	1.565249693
370	1.564482033
371	1.563804138
372	1.563261858
373	1.562405547
374	1.561261994
375	1.560662332
376	1.559755985
377	1.558659416
378	1.557747654
379	1.556536489
380	1.555370632
381	1.55461683
382	1.553566744
383	1.552894087
384	1.552393483
385	1.551134721
386	1.550487822
387	1.549182502
388	1.54800415
389	1.547384976
390	1.546510628
391	1.545625392
392	1.54508393
393	1.544857865
394	1.543774841
395	1.542840381
396	1.541696514
397	1.541300166
398	1.540698121
399	1.53979997
400	1.539474231
401	1.538750672
402	1.538151301
403	1.536910566
404	1.535804754
405	1.534922545
406	1.534465201
407	1.533799992
408	1.532676503
409	1.532087487
410	1.531293635
411	1.530542334
412	1.529893189
413	1.528823409
414	1.528183699
415	1.52756435
416	1.526997004
417	1.526426846
418	1.525726893
419	1.524940495
420	1.524151548
421	1.523669365
422	1.522709524
423	1.522175914
424	1.521226852
425	1.520641063
426	1.520346691
427	1.519546588
428	1.518890769
429	1.517515405
430	1.516794522
431	1.516258715
432	1.51557311
433	1.515148025
434	1.514671949
435	1.514135449
436	1.513327805
437	1.512639588
438	1.512179124
439	1.511620193
440	1.510878856
441	1.509874523
442	1.509231285
443	1.508762293
444	1.507638997
445	1.506955445
446	1.506467581
447	1.505968365
448	1.50516707
449	1.504178112
450	1.503661407
451	1.502816301
452	1.502084838
453	1.501417688
454	1.500578494
455	1.499876542
456	1.499185094
457	1.498800413
458	1.498384471
459	1.4978211
460	1.497151754
461	1.4966305
462	1.496128296
463	1.495418648
464	1.494977618
465	1.494337595
466	1.49354253
467	1.493024626
468	1.492537472
469	1.49181801
470	1.491081271
471	1.490288555
472	1.488997268
473	1.488642921
474	1.487906567
475	1.487355487
476	1.486780871
477	1.486092121
478	1.485588018
479	1.484680309
480	1.484022642
481	1.483707203
482	1.483248588
483	1.482802569
484	1.481950929
485	1.481152015
486	1.480797221
487	1.47993882
488	1.478790586
489	1.477983275
490	1.477374306
491	1.476476194
492	1.475521725
493	1.474563824
494	1.473763781
495	1.472834462
496	1.471675887
497	1.471177044
498	1.470311406
499	1.470008276
500	1.469695835
501	1.468978645
502	1.468398341
503	1.467835426
504	1.467234157
505	1.466212932
506	1.465714578
507	1.465022129
508	1.464491066
509	1.463918329
510	1.463374923
511	1.462945651
512	1.462649866
513	1.461889672
514	1.461335727
515	1.460758369
516	1.460151102
517	1.459646628
518	1.45909909
519	1.458589713
520	1.457566912
521	1.457086924
522	1.456498792
523	1.455919637
524	1.455416303
525	1.4550374
526	1.454554211
527	1.453488067
528	1.452958316
529	1.452171715
530	1.451414609
531	1.450885804
532	1.450478395
533	1.449960876
534	1.449380874
535	1.448785593
536	1.448140454
537	1.447607343
538	1.446930691
539	1.446014708
540	1.445055206
541	1.444538493
542	1.444075568
543	1.443308221
544	1.442712025
545	1.442022118
546	1.441414245
547	1.440690512
548	1.440059521
549	1.4395851
550	1.439193197
551	1.438703214
552	1.438157154
553	1.437786656
554	1.43693137
555	1.436317655
556	1.435238395
557	1.434750937
558	1.434273529
559	1.433728245
560	1.433197903
561	1.432720348
562	1.432076847
563	1.431742319
564	1.431329091
565	1.430705569
566	1.429962837
567	1.429496673
568	1.428833003
569	1.428425483
570	1.428046031
571	1.427389478
572	1.426556667
573	1.426032138
574	1.425775744
575	1.424817728
576	1.424519168
577	1.42363384
578	1.422886485
579	1.421782317
580	1.421410344
581	1.42093038
582	1.420229334
583	1.419763269
584	1.419195742
585	1.418203967
586	1.417694839
587	1.416370523
588	1.416015143
589	1.4155225
590	1.415056694
591	1.414022255
592	1.413374549
593	1.412970317
594	1.412628765
595	1.411653136
596	1.411139455
597	1.41042234
598	1.409989279
599	1.409433034
600	1.408278582
601	1.40773627
602	1.406951989
603	1.406395735
604	1.405698868
605	1.405263473
606	1.404671613
607	1.404225653
608	1.403826897
609	1.403271354
610	1.401867808
611	1.401224059
612	1.400799308
613	1.400457687
614	1.400033397
615	1.399134845
616	1.398462699
617	1.397879389
618	1.39715351
619	1.396650422
620	1.395730974
621	1.394899827
622	1.394301543
623	1.393519772
624	1.392883255
625	1.391597168
626	1.390538232
627	1.389504978
628	1.389100153
629	1.388709893
630	1.388110657
631	1.38747503
632	1.387021123
633	1.386656375
634	1.386117129
635	1.385720997
636	1.385164565
637	1.384313493
638	1.383603335
639	1.383002078
640	1.382430249
641	1.382149355
642	1.381488687
643	1.381040099
644	1.380397315
645	1.380136728
646	1.379698256
647	1.37881001
648	1.378224403
649	1.37762759
650	1.377214211
651	1.376376756
652	1.375804612
653	1.375218879
654	1.374671038
655	1.374108332
656	1.373701926
657	1.373315516
658	1.372797906
659	1.372104624
660	1.371656506
661	1.371464603
662	1.370986919
663	1.370475706
664	1.370031952
665	1.369513293
666	1.368924998
667	1.36838715
668	1.367769912
669	1.367530026
670	1.367104942
671	1.366596411
672	1.365983081
673	1.365568375
674	1.365044335
675	1.364703724
676	1.363995392
677	1.363502015
678	1.363119319
679	1.362489847
680	1.362012774
681	1.361660839
682	1.360840665
683	1.360540911
684	1.360185286
685	1.359765241
686	1.359219937
687	1.358738727
688	1.358095722
689	1.357582386
690	1.357069051
691	1.356674066
692	1.355825812
693	1.355410994
694	1.354932209
695	1.354601501
696	1.354329108
697	1.35356918
698	1.353016747
699	1.352664821
700	1.352214503
701	1.351468669
702	1.350851737
703	1.350321659
704	1.349873175
705	1.349314323
706	1.348767935
707	1.348392905
708	1.347466534
709	1.347028829
710	1.346653249
711	1.346385214
712	1.346156007
713	1.345570882
714	1.344883582
715	1.344564647
716	1.344066435
717	1.343506613
718	1.342887601
719	1.342226021
720	1.341724704
721	1.341238533
722	1.340562181
723	1.340279229
724	1.340095809
725	1.339665578
726	1.339361283
727	1.338970501
728	1.33848023
729	1.338203038
730	1.337687875
731	1.337326041
732	1.33704346
733	1.336433211
734	1.336254481
735	1.335855786
736	1.335492133
737	1.335266279
738	1.334703361
739	1.333943501
740	1.33347733
741	1.333028939
742	1.332517472
743	1.332039338
744	1.331780026
745	1.33146909
746	1.330948601
747	1.330682045
748	1.330001585
749	1.329549301
750	1.328867264
751	1.328512993
752	1.328209399
753	1.327923151
754	1.32765027
755	1.327198182
756	1.326866216
757	1.326435354
758	1.326122366
759	1.325824216
760	1.325257354
761	1.324739888
762	1.324052175
763	1.323787297
764	1.323218295
765	1.322716914
766	1.322232566
767	1.321819626
768	1.321351715
769	1.320939569
770	1.320334578
771	1.319513266
772	1.318830791
773	1.318681871
774	1.318029369
775	1.317686318
776	1.317462302
777	1.31706844
778	1.316792371
779	1.316407025
780	1.315910361
781	1.315479936
782	1.314918281
783	1.31429252
784	1.31401701
785	1.313570712
786	1.312727283
787	1.312097047
788	1.311629706
789	1.311403982
790	1.310934105
791	1.31067587
792	1.310136004
793	1.309414669
794	1.309221194
795	1.308914811
796	1.308422453
797	1.307844674
798	1.307248005
799	1.306731715
800	1.306144336
801	1.305932601
802	1.305340738
803	1.304809826
804	1.304473854
805	1.304101789
806	1.303853573
807	1.30296111
808	1.302432753
809	1.301698605
810	1.301429518
811	1.301019201
812	1.300616084
813	1.300223025
814	1.299745099
815	1.299008685
816	1.298562802
817	1.298391503
818	1.297958126
819	1.297588409
820	1.296949727
821	1.296568151
822	1.295815968
823	1.294855936
824	1.294212973
825	1.293896488
826	1.293563276
827	1.293208821
828	1.292805317
829	1.292554318
830	1.29222479
831	1.292062898
832	1.291641132
833	1.291459279
834	1.291094743
835	1.290308519
836	1.289973628
837	1.289674718
838	1.288989729
839	1.288458177
840	1.288207359
841	1.287592609
842	1.286785794
843	1.286193903
844	1.285931043
845	1.285167758
846	1.284849114
847	1.284545851
848	1.284072607
849	1.283714568
850	1.283425892
851	1.283031488
852	1.282429881
853	1.281850439
854	1.281594884
855	1.281136051
856	1.280682982
857	1.280283458
858	1.2799356
859	1.279454442
860	1.278900362
861	1.278446707
862	1.278030738
863	1.277657535
864	1.277008401
865	1.276645339
866	1.27629808
867	1.275486957
868	1.274978645
869	1.274577887
870	1.274249183
871	1.273817153
872	1.273292508
873	1.272696631
874	1.271865931
875	1.271733444
876	1.271367903
877	1.270957465
878	1.270590729
879	1.270123335
880	1.269314803
881	1.269161464
882	1.268873929
883	1.268603236
884	1.268151952
885	1.267574131
886	1.267040422
887	1.266347441
888	1.265729536
889	1.265526244
890	1.265067793
891	1.264424412
892	1.263722873
893	1.263285986
894	1.262881518
895	1.262248141
896	1.261848516
897	1.26125759
898	1.260814878
899	1.260158259
900	1.259835181
901	1.2594856
902	1.258830881
903	1.258555644
904	1.257910335
905	1.257134741
906	1.256620972
907	1.256313354
908	1.255923859
909	1.255418663
910	1.254983316
911	1.254467117
912	1.254035663
913	1.253714175
914	1.253263587
915	1.252403155
916	1.251876162
917	1.251489729
918	1.251174007
919	1.250741558
920	1.250569638
921	1.250189932
922	1.249824588
923	1.2492308
924	1.248930196
925	1.248508281
926	1.248062249
927	1.247715453
928	1.247383562
929	1.246793072
930	1.246275251
931	1.245932705
932	1.245643492
933	1.245446135
934	1.244965118
935	1.244636677
936	1.244486539
937	1.24411881
938	1.243587243
939	1.243074477
940	1.242556102
941	1.242201587
942	1.241714337
943	1.241476683
944	1.241058067
945	1.240761529
946	1.240332922
947	1.239755235
948	1.239479322
949	1.238674943
950	1.238383751
951	1.237862128
952	1.237285213
953	1.236600825
954	1.235863495
955	1.235364243
956	1.235210762
957	1.234918395
958	1.234594575
959	1.234378575
960	1.233780358
961	1.233512053
962	1.232606684
963	1.232242001
964	1.231902573
965	1.23169291
966	1.231242651
967	1.230382385
968	1.230036632
969	1.229819617
970	1.229453533
971	1.22890413
972	1.228534899
973	1.228058686
974	1.227735644
975	1.227304501
976	1.226997518
977	1.226593677
978	1.226337691
979	1.225950695
980	1.225265596
981	1.22487783
982	1.224650819
983	1.224051598
984	1.223517804
985	1.222779875
986	1.222247043
987	1.221607771
988	1.221362881
989	1.220828635
990	1.220385722
991	1.220115051
992	1.219700536
993	1.21930796
994	1.219019454
995	1.218630787
996	1.218440137
997	1.218199393
998	1.217830467
999	1.217371601
